Order ID,Timestamp Local Date,Order Status,Subtotal
DD-003476,2025-12-07 20:34:00,Delivered,55.83
DD-003477,2025-12-07 11:25:00,Delivered,42.07
DD-003478,2025-12-07 19:14:00,Delivered,33.75
DD-003479,2025-12-07 11:27:00,Delivered,47.83
DD-003480,2025-12-07 19:05:00,Delivered,43.9
DD-003481,2025-12-07 19:17:00,Delivered,56.21
DD-003482,2025-12-07 19:19:00,Delivered,45.5
DD-003483,2025-12-08 12:47:00,Delivered,40.44
DD-003484,2025-12-08 18:32:00,Delivered,33.26
DD-003485,2025-12-08 19:35:00,Delivered,47.17
DD-003486,2025-12-08 20:12:00,Delivered,45.92
DD-003487,2025-12-08 17:36:00,Delivered,63.44
DD-003488,2025-12-08 13:22:00,Delivered,38.35
DD-003489,2025-12-08 19:19:00,Delivered,20.66
DD-003490,2025-12-08 19:40:00,Delivered,43.89
DD-003491,2025-12-08 19:53:00,Delivered,33.99
DD-003492,2025-12-08 20:33:00,Delivered,44.38
DD-003493,2025-12-08 21:09:00,Delivered,36.51
DD-003494,2025-12-08 12:49:00,Delivered,79.46
DD-003495,2025-12-08 18:05:00,Delivered,60.37
DD-003496,2025-12-08 17:57:00,Delivered,42.15
DD-003497,2025-12-08 18:29:00,Delivered,52.28
DD-003498,2025-12-08 17:04:00,Delivered,36.85
DD-003499,2025-12-08 19:55:00,Delivered,32.27
DD-003500,2025-12-08 12:57:00,Delivered,32.91
DD-003501,2025-12-08 12:01:00,Delivered,30.27
DD-003502,2025-12-09 11:44:00,Delivered,39.68
DD-003503,2025-12-09 17:43:00,Delivered,31.43
DD-003504,2025-12-09 19:21:00,Delivered,28.64
DD-003505,2025-12-09 20:04:00,Delivered,35.26
DD-003506,2025-12-09 20:26:00,Delivered,39.21
DD-003507,2025-12-09 20:58:00,Delivered,48.2
DD-003508,2025-12-09 19:59:00,Delivered,29.57
DD-003509,2025-12-09 19:18:00,Delivered,32.71
DD-003510,2025-12-09 20:08:00,Delivered,25.36
DD-003511,2025-12-09 18:23:00,Delivered,30.43
DD-003512,2025-12-09 20:44:00,Delivered,32.23
DD-003513,2025-12-09 13:58:00,Delivered,31.96
DD-003514,2025-12-09 17:13:00,Delivered,30.03
DD-003515,2025-12-09 21:40:00,Delivered,36.77
DD-003516,2025-12-09 11:41:00,Delivered,35.47
DD-003517,2025-12-09 21:52:00,Delivered,71.01
DD-003518,2025-12-09 18:16:00,Delivered,21.38
DD-003519,2025-12-09 18:19:00,Delivered,23.51
DD-003520,2025-12-09 11:03:00,Delivered,51.81
DD-003521,2025-12-09 12:46:00,Delivered,40.59
DD-003522,2025-12-10 18:13:00,Delivered,22.15
DD-003523,2025-12-10 19:54:00,Delivered,90.15
DD-003524,2025-12-10 20:31:00,Delivered,33.33
DD-003525,2025-12-10 18:13:00,Delivered,61.65
DD-003526,2025-12-10 19:57:00,Delivered,40.29
DD-003527,2025-12-10 17:38:00,Delivered,46.11
DD-003528,2025-12-10 21:28:00,Delivered,85.77
DD-003529,2025-12-10 19:59:00,Delivered,58.01
DD-003530,2025-12-10 18:17:00,Delivered,31.44
DD-003531,2025-12-10 18:02:00,Delivered,25.16
DD-003532,2025-12-10 11:58:00,Delivered,37.08
DD-003533,2025-12-10 17:41:00,Delivered,28.9
DD-003534,2025-12-10 20:40:00,Delivered,35.32
DD-003535,2025-12-10 12:28:00,Delivered,29.89
DD-003536,2025-12-10 21:26:00,Delivered,69.72
DD-003537,2025-12-11 21:31:00,Delivered,60.03
DD-003538,2025-12-11 13:42:00,Delivered,40.25
DD-003539,2025-12-11 18:17:00,Delivered,41.11
DD-003540,2025-12-11 18:13:00,Delivered,104.37
DD-003541,2025-12-11 19:30:00,Delivered,34.46
DD-003542,2025-12-11 20:51:00,Delivered,63.44
DD-003543,2025-12-11 11:21:00,Delivered,40.2
DD-003544,2025-12-11 18:11:00,Delivered,46.75
DD-003545,2025-12-11 17:10:00,Delivered,55.67
DD-003546,2025-12-11 18:09:00,Delivered,53.87
DD-003547,2025-12-11 18:14:00,Delivered,41.7
DD-003548,2025-12-11 12:51:00,Delivered,56.93
DD-003549,2025-12-11 18:08:00,Delivered,57.83
DD-003550,2025-12-11 19:33:00,Delivered,22.63
DD-003551,2025-12-11 19:35:00,Delivered,60.72
DD-003552,2025-12-11 19:19:00,Delivered,30.43
DD-003553,2025-12-12 18:03:00,Delivered,29.39
DD-003554,2025-12-12 17:10:00,Delivered,39.58
DD-003555,2025-12-12 12:31:00,Delivered,40.87
DD-003556,2025-12-12 18:01:00,Delivered,52.23
DD-003557,2025-12-12 20:10:00,Delivered,48.25
DD-003558,2025-12-12 20:30:00,Delivered,31.71
DD-003559,2025-12-12 11:40:00,Delivered,55.08
DD-003560,2025-12-12 17:08:00,Delivered,34.35
DD-003561,2025-12-12 17:09:00,Delivered,31.5
DD-003562,2025-12-12 12:26:00,Delivered,43.38
DD-003563,2025-12-12 20:48:00,Delivered,34.9
DD-003564,2025-12-12 12:18:00,Delivered,48.63
DD-003565,2025-12-12 21:38:00,Delivered,31.92
DD-003566,2025-12-12 20:51:00,Delivered,69.99
DD-003567,2025-12-12 17:06:00,Delivered,30.35
DD-003568,2025-12-12 18:32:00,Delivered,23.26
DD-003569,2025-12-12 18:50:00,Delivered,40.47
DD-003570,2025-12-12 19:08:00,Delivered,45.88
DD-003571,2025-12-12 17:52:00,Delivered,20.53
DD-003572,2025-12-12 19:47:00,Delivered,38.62
DD-003573,2025-12-12 17:56:00,Delivered,23.18
DD-003574,2025-12-13 12:42:00,Delivered,37.4
DD-003575,2025-12-13 17:30:00,Delivered,27.8
DD-003576,2025-12-13 13:22:00,Delivered,35.31
DD-003577,2025-12-13 13:55:00,Delivered,44.25
DD-003578,2025-12-13 13:24:00,Delivered,50.09
DD-003579,2025-12-13 17:04:00,Delivered,28.12
DD-003580,2025-12-13 17:50:00,Delivered,41.63
DD-003581,2025-12-13 12:16:00,Delivered,52.61
DD-003582,2025-12-13 11:14:00,Delivered,44.54
DD-003583,2025-12-13 17:01:00,Delivered,79.56
DD-003584,2025-12-13 12:48:00,Delivered,35.47
DD-003585,2025-12-13 17:08:00,Delivered,16.71
DD-003586,2025-12-13 19:42:00,Delivered,54.86
DD-003587,2025-12-13 18:42:00,Delivered,50.95
DD-003588,2025-12-13 21:02:00,Delivered,47.47
DD-003589,2025-12-13 12:44:00,Delivered,58.42
DD-003590,2025-12-13 13:21:00,Delivered,63.08
DD-003591,2025-12-13 17:03:00,Delivered,50.29
DD-003592,2025-12-13 18:47:00,Delivered,19.46
DD-003593,2025-12-13 20:52:00,Delivered,53.41
DD-003594,2025-12-13 17:15:00,Delivered,62.72
DD-003595,2025-12-13 13:05:00,Delivered,47.26
DD-003596,2025-12-13 12:31:00,Delivered,37.11
DD-003597,2025-12-13 17:28:00,Delivered,69.79
DD-003598,2025-12-13 13:15:00,Delivered,29.14
DD-003599,2025-12-13 12:27:00,Delivered,37.92
DD-003600,2025-12-13 13:41:00,Delivered,51.81
DD-003601,2025-12-13 19:06:00,Delivered,50.96
DD-003602,2025-12-14 18:30:00,Delivered,27.58
DD-003603,2025-12-14 19:14:00,Delivered,37.19
DD-003604,2025-12-14 11:41:00,Delivered,64.42
DD-003605,2025-12-14 19:07:00,Delivered,57.5
DD-003606,2025-12-14 19:04:00,Delivered,31.82
DD-003607,2025-12-14 17:08:00,Delivered,20.27
DD-003608,2025-12-14 18:12:00,Delivered,34.21
DD-003609,2025-12-14 11:43:00,Delivered,81.0
DD-003610,2025-12-14 20:37:00,Delivered,60.5
DD-003611,2025-12-14 19:39:00,Delivered,78.57
DD-003612,2025-12-14 19:52:00,Delivered,71.1
DD-003613,2025-12-14 17:39:00,Delivered,31.57
DD-003614,2025-12-14 19:03:00,Delivered,41.38
DD-003615,2025-12-14 11:24:00,Delivered,32.67
DD-003616,2025-12-14 20:00:00,Delivered,27.02
DD-003617,2025-12-15 12:28:00,Delivered,36.59
DD-003618,2025-12-15 20:37:00,Delivered,37.89
DD-003619,2025-12-15 20:31:00,Delivered,36.32
DD-003620,2025-12-15 20:41:00,Delivered,19.08
DD-003621,2025-12-15 17:00:00,Delivered,31.95
DD-003622,2025-12-15 19:39:00,Delivered,37.33
DD-003623,2025-12-15 19:24:00,Delivered,57.65
DD-003624,2025-12-15 11:01:00,Delivered,40.53
DD-003625,2025-12-15 19:55:00,Delivered,49.69
DD-003626,2025-12-15 19:04:00,Delivered,42.59
DD-003627,2025-12-15 18:53:00,Delivered,25.27
DD-003628,2025-12-15 11:46:00,Delivered,44.31
DD-003629,2025-12-15 18:15:00,Delivered,67.6
DD-003630,2025-12-15 18:40:00,Delivered,40.32
DD-003631,2025-12-15 18:16:00,Delivered,37.53
DD-003632,2025-12-15 11:25:00,Delivered,46.1
DD-003633,2025-12-15 12:42:00,Delivered,57.57
DD-003634,2025-12-15 11:03:00,Delivered,16.0
DD-003635,2025-12-15 12:58:00,Delivered,27.06
DD-003636,2025-12-15 12:56:00,Delivered,51.85
DD-003637,2025-12-15 17:58:00,Delivered,49.81
DD-003638,2025-12-15 12:42:00,Delivered,43.37
DD-003639,2025-12-15 20:01:00,Delivered,21.97
DD-003640,2025-12-15 18:05:00,Delivered,83.98
DD-003641,2025-12-15 18:20:00,Delivered,33.21
DD-003642,2025-12-15 20:12:00,Delivered,38.08
DD-003643,2025-12-15 19:29:00,Delivered,19.71
DD-003644,2025-12-15 20:20:00,Delivered,39.33
DD-003645,2025-12-15 18:11:00,Delivered,45.02
DD-003646,2025-12-15 11:24:00,Delivered,46.55
DD-003647,2025-12-16 20:04:00,Delivered,30.07
DD-003648,2025-12-16 19:24:00,Delivered,71.21
DD-003649,2025-12-16 11:07:00,Delivered,39.67
DD-003650,2025-12-16 11:33:00,Delivered,39.24
DD-003651,2025-12-16 12:04:00,Delivered,24.91
DD-003652,2025-12-16 12:48:00,Delivered,82.35
DD-003653,2025-12-16 18:52:00,Delivered,57.76
DD-003654,2025-12-16 19:34:00,Delivered,27.46
DD-003655,2025-12-16 18:52:00,Delivered,35.3
DD-003656,2025-12-16 12:31:00,Delivered,32.37
DD-003657,2025-12-16 18:37:00,Delivered,47.28
DD-003658,2025-12-16 21:07:00,Delivered,45.57
DD-003659,2025-12-16 19:28:00,Delivered,35.42
DD-003660,2025-12-16 12:01:00,Delivered,34.38
DD-003661,2025-12-16 18:34:00,Delivered,31.64
DD-003662,2025-12-16 13:26:00,Delivered,64.31
DD-003663,2025-12-16 17:26:00,Delivered,48.52
DD-003664,2025-12-16 12:00:00,Delivered,33.65
DD-003665,2025-12-16 21:03:00,Delivered,41.93
DD-003666,2025-12-16 19:35:00,Delivered,28.72
DD-003667,2025-12-16 18:59:00,Delivered,29.82
DD-003668,2025-12-17 18:02:00,Delivered,38.35
DD-003669,2025-12-17 17:45:00,Delivered,67.63
DD-003670,2025-12-17 11:53:00,Delivered,30.52
DD-003671,2025-12-17 18:09:00,Delivered,53.68
DD-003672,2025-12-17 19:03:00,Delivered,25.11
DD-003673,2025-12-17 17:53:00,Delivered,50.84
DD-003674,2025-12-17 17:56:00,Delivered,61.2
DD-003675,2025-12-17 21:57:00,Delivered,82.45
DD-003676,2025-12-17 12:45:00,Delivered,37.92
DD-003677,2025-12-17 18:00:00,Delivered,27.05
DD-003678,2025-12-17 17:54:00,Delivered,57.88
DD-003679,2025-12-17 17:58:00,Delivered,37.83
DD-003680,2025-12-17 17:02:00,Delivered,56.53
DD-003681,2025-12-18 17:49:00,Delivered,22.21
DD-003682,2025-12-18 20:40:00,Delivered,52.61
DD-003683,2025-12-18 20:32:00,Delivered,61.33
DD-003684,2025-12-18 19:31:00,Delivered,32.82
DD-003685,2025-12-18 12:45:00,Delivered,50.59
DD-003686,2025-12-18 19:12:00,Delivered,32.65
DD-003687,2025-12-18 18:27:00,Delivered,64.12
DD-003688,2025-12-18 12:20:00,Delivered,53.73
DD-003689,2025-12-18 12:43:00,Delivered,65.61
DD-003690,2025-12-18 11:43:00,Delivered,33.48
DD-003691,2025-12-18 17:53:00,Delivered,49.71
DD-003692,2025-12-18 21:09:00,Delivered,34.87
DD-003693,2025-12-18 17:57:00,Delivered,23.56
DD-003694,2025-12-18 19:12:00,Delivered,30.55
DD-003695,2025-12-18 12:17:00,Delivered,41.44
DD-003696,2025-12-18 19:42:00,Delivered,53.42
DD-003697,2025-12-18 12:10:00,Delivered,45.68
DD-003698,2025-12-18 18:33:00,Delivered,31.26
DD-003699,2025-12-18 18:24:00,Delivered,32.26
DD-003700,2025-12-18 18:20:00,Delivered,30.27
DD-003701,2025-12-18 13:01:00,Delivered,52.66
DD-003702,2025-12-18 13:40:00,Delivered,93.6
DD-003703,2025-12-18 17:10:00,Delivered,38.73
DD-003704,2025-12-18 18:03:00,Delivered,19.31
DD-003705,2025-12-18 13:09:00,Delivered,31.42
DD-003706,2025-12-18 21:12:00,Delivered,30.7
DD-003707,2025-12-19 20:34:00,Delivered,99.74
DD-003708,2025-12-19 18:25:00,Delivered,83.88
DD-003709,2025-12-19 18:12:00,Delivered,48.49
DD-003710,2025-12-19 19:52:00,Delivered,35.86
DD-003711,2025-12-19 20:53:00,Delivered,48.33
DD-003712,2025-12-19 20:09:00,Delivered,33.03
DD-003713,2025-12-19 11:05:00,Delivered,36.29
DD-003714,2025-12-19 19:10:00,Delivered,19.96
DD-003715,2025-12-19 13:25:00,Delivered,29.49
DD-003716,2025-12-19 19:39:00,Delivered,18.07
DD-003717,2025-12-19 18:47:00,Delivered,64.27
DD-003718,2025-12-19 18:54:00,Delivered,50.06
DD-003719,2025-12-19 17:37:00,Delivered,60.01
DD-003720,2025-12-19 20:11:00,Delivered,28.83
DD-003721,2025-12-19 17:03:00,Delivered,29.92
DD-003722,2025-12-19 13:13:00,Delivered,30.53
DD-003723,2025-12-19 19:17:00,Delivered,49.42
DD-003724,2025-12-19 17:59:00,Delivered,40.77
DD-003725,2025-12-19 19:46:00,Delivered,80.83
DD-003726,2025-12-19 17:08:00,Delivered,25.6
DD-003727,2025-12-19 13:53:00,Delivered,57.74
DD-003728,2025-12-19 20:43:00,Delivered,26.92
DD-003729,2025-12-19 19:14:00,Delivered,51.77
DD-003730,2025-12-19 19:01:00,Delivered,51.36
DD-003731,2025-12-19 19:27:00,Delivered,46.09
DD-003732,2025-12-19 17:58:00,Delivered,37.68
DD-003733,2025-12-19 18:27:00,Delivered,25.94
DD-003734,2025-12-19 20:18:00,Delivered,35.37
DD-003735,2025-12-19 12:09:00,Delivered,45.73
DD-003736,2025-12-19 11:53:00,Delivered,26.48
DD-003737,2025-12-19 19:30:00,Delivered,23.82
DD-003738,2025-12-20 12:57:00,Delivered,86.04
DD-003739,2025-12-20 11:00:00,Delivered,32.26
DD-003740,2025-12-20 17:00:00,Delivered,48.41
DD-003741,2025-12-20 20:38:00,Delivered,70.27
DD-003742,2025-12-20 17:12:00,Delivered,75.41
DD-003743,2025-12-20 19:45:00,Delivered,34.74
DD-003744,2025-12-20 18:40:00,Delivered,35.43
DD-003745,2025-12-20 20:20:00,Delivered,40.4
DD-003746,2025-12-20 11:35:00,Delivered,52.61
DD-003747,2025-12-20 19:46:00,Delivered,26.49
DD-003748,2025-12-20 12:35:00,Delivered,61.16
DD-003749,2025-12-20 11:16:00,Delivered,27.87
DD-003750,2025-12-20 17:18:00,Delivered,70.78
DD-003751,2025-12-20 11:13:00,Delivered,97.99
DD-003752,2025-12-20 20:23:00,Delivered,33.16
DD-003753,2025-12-20 19:06:00,Delivered,44.91
DD-003754,2025-12-20 17:22:00,Delivered,35.12
DD-003755,2025-12-20 17:47:00,Delivered,33.06
DD-003756,2025-12-20 18:56:00,Delivered,42.94
DD-003757,2025-12-20 19:01:00,Delivered,45.93
DD-003758,2025-12-20 19:20:00,Delivered,85.3
DD-003759,2025-12-20 18:35:00,Delivered,49.56
DD-003760,2025-12-20 21:20:00,Delivered,29.07
DD-003761,2025-12-20 17:36:00,Delivered,50.38
DD-003762,2025-12-20 18:39:00,Delivered,46.83
DD-003763,2025-12-20 18:14:00,Delivered,21.78
DD-003764,2025-12-20 12:22:00,Delivered,38.11
DD-003765,2025-12-20 21:40:00,Delivered,33.64
DD-003766,2025-12-21 20:12:00,Delivered,45.95
DD-003767,2025-12-21 17:51:00,Delivered,32.21
DD-003768,2025-12-21 12:24:00,Delivered,36.64
DD-003769,2025-12-21 19:15:00,Delivered,43.97
DD-003770,2025-12-21 17:12:00,Delivered,76.24
DD-003771,2025-12-21 12:33:00,Delivered,69.5
DD-003772,2025-12-21 12:22:00,Delivered,27.47
DD-003773,2025-12-21 21:52:00,Delivered,32.35
DD-003774,2025-12-21 18:09:00,Delivered,30.35
DD-003775,2025-12-21 17:07:00,Delivered,64.31
DD-003776,2025-12-21 12:42:00,Delivered,51.25
DD-003777,2025-12-21 12:14:00,Delivered,31.56
DD-003778,2025-12-21 18:18:00,Delivered,37.16
DD-003779,2025-12-21 13:11:00,Delivered,73.64
DD-003780,2025-12-21 11:31:00,Delivered,49.14
DD-003781,2025-12-21 11:15:00,Delivered,43.9
DD-003782,2025-12-21 13:27:00,Delivered,19.69
DD-003783,2025-12-21 18:39:00,Delivered,74.48
DD-003784,2025-12-21 19:11:00,Delivered,26.09
DD-003785,2025-12-21 12:48:00,Delivered,37.87
DD-003786,2025-12-21 18:43:00,Delivered,40.1
DD-003787,2025-12-21 13:02:00,Delivered,44.58
DD-003788,2025-12-21 13:57:00,Delivered,47.45
DD-003789,2025-12-21 12:32:00,Delivered,36.25
DD-003790,2025-12-21 11:30:00,Delivered,49.9
DD-003791,2025-12-21 12:33:00,Delivered,56.59
DD-003792,2025-12-21 18:27:00,Delivered,34.74
DD-003793,2025-12-21 18:05:00,Delivered,24.57
DD-003794,2025-12-21 19:57:00,Delivered,56.44
DD-003795,2025-12-21 18:47:00,Delivered,32.68
DD-003796,2025-12-22 20:53:00,Delivered,24.27
DD-003797,2025-12-22 18:56:00,Delivered,22.02
DD-003798,2025-12-22 17:42:00,Delivered,38.62
DD-003799,2025-12-22 13:48:00,Delivered,56.54
DD-003800,2025-12-22 19:49:00,Delivered,81.93
DD-003801,2025-12-22 17:21:00,Delivered,33.84
DD-003802,2025-12-22 19:10:00,Delivered,28.43
DD-003803,2025-12-22 19:03:00,Delivered,52.24
DD-003804,2025-12-22 13:44:00,Delivered,76.52
DD-003805,2025-12-22 19:33:00,Delivered,55.26
DD-003806,2025-12-22 18:20:00,Delivered,40.83
DD-003807,2025-12-22 21:56:00,Delivered,43.24
DD-003808,2025-12-22 18:19:00,Delivered,26.68
DD-003809,2025-12-22 17:59:00,Delivered,41.34
DD-003810,2025-12-22 12:50:00,Delivered,22.92
DD-003811,2025-12-22 19:16:00,Delivered,53.05
DD-003812,2025-12-22 21:12:00,Delivered,35.21
DD-003813,2025-12-22 18:36:00,Delivered,52.01
DD-003814,2025-12-22 20:04:00,Delivered,37.08
DD-003815,2025-12-23 19:30:00,Delivered,51.65
DD-003816,2025-12-23 19:04:00,Delivered,49.3
DD-003817,2025-12-23 20:51:00,Delivered,59.21
DD-003818,2025-12-23 11:49:00,Delivered,69.16
DD-003819,2025-12-23 19:56:00,Delivered,35.49
DD-003820,2025-12-23 21:22:00,Delivered,56.3
DD-003821,2025-12-23 12:06:00,Delivered,36.88
DD-003822,2025-12-23 19:29:00,Delivered,44.66
DD-003823,2025-12-23 19:25:00,Delivered,87.79
DD-003824,2025-12-23 19:08:00,Delivered,55.35
DD-003825,2025-12-23 19:04:00,Delivered,29.96
DD-003826,2025-12-23 20:51:00,Delivered,49.1
DD-003827,2025-12-23 13:20:00,Delivered,31.61
DD-003828,2025-12-23 17:08:00,Delivered,42.82
DD-003829,2025-12-23 18:23:00,Delivered,30.51
DD-003830,2025-12-23 18:07:00,Delivered,30.91
DD-003831,2025-12-23 13:50:00,Delivered,31.08
DD-003832,2025-12-23 18:16:00,Delivered,61.66
DD-003833,2025-12-23 13:43:00,Delivered,47.32
DD-003834,2025-12-23 18:55:00,Delivered,41.64
DD-003835,2025-12-23 18:09:00,Delivered,27.68
DD-003836,2025-12-23 12:54:00,Delivered,47.0
DD-003837,2025-12-24 18:44:00,Delivered,25.73
DD-003838,2025-12-24 17:36:00,Delivered,22.2
DD-003839,2025-12-24 18:15:00,Delivered,32.28
DD-003840,2025-12-24 18:34:00,Delivered,65.58
DD-003841,2025-12-24 12:41:00,Delivered,52.69
DD-003842,2025-12-24 20:22:00,Delivered,39.74
DD-003843,2025-12-24 18:02:00,Delivered,51.3
DD-003844,2025-12-24 20:51:00,Delivered,33.53
DD-003845,2025-12-24 19:13:00,Delivered,28.9
DD-003846,2025-12-24 21:26:00,Delivered,34.07
DD-003847,2025-12-24 11:42:00,Delivered,23.68
DD-003848,2025-12-24 12:19:00,Delivered,28.57
DD-003849,2025-12-24 13:32:00,Delivered,48.6
DD-003850,2025-12-24 21:41:00,Delivered,36.52
DD-003851,2025-12-24 12:24:00,Delivered,40.05
DD-003852,2025-12-24 13:21:00,Delivered,32.47
DD-003853,2025-12-24 20:41:00,Delivered,60.18
DD-003854,2025-12-24 19:17:00,Delivered,43.59
DD-003855,2025-12-25 17:30:00,Delivered,63.92
DD-003856,2025-12-25 17:35:00,Delivered,66.31
DD-003857,2025-12-25 21:40:00,Delivered,38.32
DD-003858,2025-12-25 19:57:00,Delivered,31.24
DD-003859,2025-12-25 19:51:00,Delivered,68.66
DD-003860,2025-12-25 12:26:00,Delivered,59.97
DD-003861,2025-12-25 12:21:00,Delivered,48.09
DD-003862,2025-12-25 21:38:00,Delivered,35.4
DD-003863,2025-12-25 12:50:00,Delivered,39.3
DD-003864,2025-12-25 19:58:00,Delivered,51.27
DD-003865,2025-12-25 20:47:00,Delivered,35.99
DD-003866,2025-12-25 13:43:00,Delivered,44.06
DD-003867,2025-12-25 12:21:00,Delivered,84.61
DD-003868,2025-12-25 13:34:00,Delivered,23.66
DD-003869,2025-12-25 12:21:00,Delivered,63.8
DD-003870,2025-12-25 20:30:00,Delivered,43.81
DD-003871,2025-12-26 20:43:00,Delivered,34.47
DD-003872,2025-12-26 13:19:00,Delivered,39.0
DD-003873,2025-12-26 17:58:00,Delivered,39.85
DD-003874,2025-12-26 20:44:00,Delivered,53.27
DD-003875,2025-12-26 20:37:00,Delivered,45.08
DD-003876,2025-12-26 18:12:00,Delivered,32.67
DD-003877,2025-12-26 11:24:00,Delivered,21.51
DD-003878,2025-12-26 17:44:00,Delivered,51.57
DD-003879,2025-12-26 18:18:00,Delivered,23.41
DD-003880,2025-12-26 12:36:00,Delivered,30.48
DD-003881,2025-12-26 18:29:00,Delivered,38.33
DD-003882,2025-12-26 20:46:00,Delivered,19.07
DD-003883,2025-12-26 18:31:00,Delivered,52.86
DD-003884,2025-12-26 17:44:00,Delivered,68.59
DD-003885,2025-12-26 19:42:00,Delivered,40.06
DD-003886,2025-12-26 13:01:00,Delivered,43.76
DD-003887,2025-12-26 20:33:00,Delivered,66.4
DD-003888,2025-12-26 11:59:00,Delivered,21.69
DD-003889,2025-12-26 17:29:00,Delivered,29.76
DD-003890,2025-12-26 11:25:00,Delivered,72.81
DD-003891,2025-12-26 19:47:00,Delivered,59.93
DD-003892,2025-12-26 19:57:00,Delivered,43.64
DD-003893,2025-12-26 12:19:00,Delivered,29.69
DD-003894,2025-12-26 19:41:00,Delivered,37.11
DD-003895,2025-12-26 11:58:00,Delivered,41.28
DD-003896,2025-12-26 13:35:00,Delivered,79.01
DD-003897,2025-12-26 19:23:00,Delivered,55.99
DD-003898,2025-12-26 19:48:00,Delivered,62.07
DD-003899,2025-12-26 11:23:00,Delivered,84.94
DD-003900,2025-12-26 19:58:00,Delivered,57.94
DD-003901,2025-12-27 19:30:00,Delivered,46.74
DD-003902,2025-12-27 20:36:00,Delivered,47.39
DD-003903,2025-12-27 17:25:00,Delivered,52.73
DD-003904,2025-12-27 17:28:00,Delivered,61.17
DD-003905,2025-12-27 18:42:00,Delivered,53.83
DD-003906,2025-12-27 19:09:00,Delivered,53.28
DD-003907,2025-12-27 18:27:00,Delivered,63.21
DD-003908,2025-12-27 18:25:00,Delivered,24.29
DD-003909,2025-12-27 20:42:00,Delivered,39.85
DD-003910,2025-12-27 18:47:00,Delivered,58.94
DD-003911,2025-12-27 18:56:00,Delivered,70.73
DD-003912,2025-12-27 19:31:00,Delivered,50.05
DD-003913,2025-12-27 20:54:00,Delivered,44.0
DD-003914,2025-12-27 13:49:00,Delivered,56.36
DD-003915,2025-12-27 13:32:00,Delivered,34.12
DD-003916,2025-12-27 12:11:00,Delivered,56.55
DD-003917,2025-12-27 18:20:00,Delivered,30.09
DD-003918,2025-12-27 19:23:00,Delivered,28.78
DD-003919,2025-12-27 13:24:00,Delivered,42.91
DD-003920,2025-12-27 20:56:00,Delivered,93.17
DD-003921,2025-12-27 11:38:00,Delivered,41.39
DD-003922,2025-12-27 12:20:00,Delivered,49.14
DD-003923,2025-12-27 19:54:00,Delivered,38.43
DD-003924,2025-12-27 13:19:00,Delivered,45.05
DD-003925,2025-12-28 18:21:00,Delivered,48.46
DD-003926,2025-12-28 12:37:00,Delivered,59.16
DD-003927,2025-12-28 18:17:00,Delivered,46.31
DD-003928,2025-12-28 17:10:00,Delivered,46.25
DD-003929,2025-12-28 17:35:00,Delivered,37.2
DD-003930,2025-12-28 19:26:00,Delivered,54.76
DD-003931,2025-12-28 20:35:00,Delivered,54.52
DD-003932,2025-12-28 17:10:00,Delivered,21.45
DD-003933,2025-12-28 13:43:00,Delivered,28.79
DD-003934,2025-12-28 19:11:00,Delivered,39.78
DD-003935,2025-12-28 12:22:00,Delivered,40.69
DD-003936,2025-12-28 21:41:00,Delivered,30.26
DD-003937,2025-12-28 13:42:00,Delivered,36.85
DD-003938,2025-12-28 17:34:00,Delivered,39.84
DD-003939,2025-12-28 12:18:00,Delivered,54.28
DD-003940,2025-12-28 13:26:00,Delivered,36.06
DD-003941,2025-12-28 20:24:00,Delivered,139.22
DD-003942,2025-12-29 18:19:00,Delivered,63.2
DD-003943,2025-12-29 21:42:00,Delivered,30.71
DD-003944,2025-12-29 18:16:00,Delivered,23.58
DD-003945,2025-12-29 19:32:00,Delivered,41.09
DD-003946,2025-12-29 19:20:00,Delivered,50.06
DD-003947,2025-12-29 19:00:00,Delivered,45.17
DD-003948,2025-12-29 18:55:00,Delivered,50.94
DD-003949,2025-12-29 18:59:00,Delivered,33.02
DD-003950,2025-12-29 20:46:00,Delivered,39.83
DD-003951,2025-12-29 12:14:00,Delivered,38.27
DD-003952,2025-12-29 18:56:00,Delivered,66.24
DD-003953,2025-12-29 18:57:00,Delivered,86.44
DD-003954,2025-12-29 12:47:00,Delivered,21.93
DD-003955,2025-12-29 20:34:00,Delivered,61.38
DD-003956,2025-12-29 11:21:00,Delivered,46.66
DD-003957,2025-12-29 21:21:00,Delivered,40.69
DD-003958,2025-12-29 12:29:00,Delivered,36.02
DD-003959,2025-12-29 19:53:00,Delivered,41.8
DD-003960,2025-12-29 18:14:00,Delivered,27.53
DD-003961,2025-12-29 13:36:00,Delivered,45.9
DD-003962,2025-12-29 17:46:00,Delivered,34.56
DD-003963,2025-12-29 20:51:00,Delivered,28.63
DD-003964,2025-12-30 18:15:00,Delivered,42.57
DD-003965,2025-12-30 20:48:00,Delivered,40.14
DD-003966,2025-12-30 18:45:00,Delivered,30.55
DD-003967,2025-12-30 18:01:00,Delivered,28.07
DD-003968,2025-12-30 19:06:00,Delivered,63.51
DD-003969,2025-12-30 19:52:00,Delivered,47.36
DD-003970,2025-12-30 17:25:00,Delivered,49.72
DD-003971,2025-12-30 19:18:00,Delivered,45.73
DD-003972,2025-12-30 18:16:00,Delivered,31.29
DD-003973,2025-12-30 18:33:00,Delivered,40.78
DD-003974,2025-12-30 12:28:00,Delivered,44.19
