Check Number,Opened At,Order Type,Check Total
014574,2026-02-05 18:24:07,Dine-In,39.91
014575,2026-02-05 18:33:23,Dine-In,61.26
014576,2026-02-05 18:35:30,Dine-In,72.41
014577,2026-02-05 18:38:53,Dine-In,96.61
014578,2026-02-05 18:43:48,Dine-In,50.78
014579,2026-02-05 18:46:52,Dine-In,74.43
014580,2026-02-05 18:51:35,Dine-In,66.65
014581,2026-02-05 18:52:53,Dine-In,82.91
014582,2026-02-05 18:58:57,Dine-In,166.83
014583,2026-02-05 19:01:36,Dine-In,177.99
014584,2026-02-05 19:07:18,Dine-In,62.07
014585,2026-02-05 19:07:18,Dine-In,32.73
014586,2026-02-05 19:08:39,Dine-In,48.71
014587,2026-02-05 19:12:03,Dine-In,37.24
014588,2026-02-05 19:24:06,Dine-In,237.64
014589,2026-02-05 19:26:01,Dine-In,195.43
014590,2026-02-05 19:27:31,Dine-In,194.38
014591,2026-02-05 19:31:43,Dine-In,44.19
014592,2026-02-05 19:32:30,Dine-In,38.02
014593,2026-02-05 19:39:42,Dine-In,158.98
014594,2026-02-05 19:47:13,Dine-In,219.35
014595,2026-02-05 19:48:26,Dine-In,199.42
014596,2026-02-05 20:06:36,Dine-In,56.6
014597,2026-02-05 20:16:06,Dine-In,130.66
014598,2026-02-05 20:16:16,Dine-In,58.02
014599,2026-02-05 20:20:57,Dine-In,93.39
014600,2026-02-05 20:47:07,Dine-In,83.71
014601,2026-02-05 20:59:35,Dine-In,187.61
014602,2026-02-05 21:18:17,Dine-In,238.43
014603,2026-02-05 21:23:56,Dine-In,91.36
014604,2026-02-05 21:24:00,Dine-In,56.99
014605,2026-02-05 21:54:30,Dine-In,57.33
014606,2026-02-06 11:26:24,Dine-In,60.93
014607,2026-02-06 11:36:04,Dine-In,42.81
014608,2026-02-06 11:39:24,Dine-In,226.96
014609,2026-02-06 12:11:09,Dine-In,46.45
014610,2026-02-06 12:16:55,Dine-In,146.31
014611,2026-02-06 12:17:40,Dine-In,128.6
014612,2026-02-06 12:40:12,Dine-In,110.22
014613,2026-02-06 12:40:23,Dine-In,125.44
014614,2026-02-06 12:59:28,Dine-In,187.83
014615,2026-02-06 13:22:43,Dine-In,60.9
014616,2026-02-06 14:31:42,Dine-In,36.43
014617,2026-02-06 15:11:56,Dine-In,42.81
014618,2026-02-06 16:28:14,Dine-In,56.63
014619,2026-02-06 16:28:17,Dine-In,144.28
014620,2026-02-06 16:58:15,Dine-In,49.07
014621,2026-02-06 17:00:04,Dine-In,151.98
014622,2026-02-06 17:03:44,Dine-In,45.44
014623,2026-02-06 17:09:56,Dine-In,36.09
014624,2026-02-06 17:25:54,Dine-In,173.25
014625,2026-02-06 17:26:45,Dine-In,49.05
014626,2026-02-06 17:41:27,Dine-In,172.43
014627,2026-02-06 18:00:16,Dine-In,60.69
014628,2026-02-06 18:03:29,Dine-In,81.9
014629,2026-02-06 18:03:35,Dine-In,180.45
014630,2026-02-06 18:07:17,Dine-In,146.22
014631,2026-02-06 18:12:08,Dine-In,35.21
014632,2026-02-06 18:13:25,Dine-In,76.47
014633,2026-02-06 18:20:01,Dine-In,39.07
014634,2026-02-06 18:25:12,Dine-In,48.64
014635,2026-02-06 18:26:22,Dine-In,186.35
014636,2026-02-06 18:27:23,Dine-In,122.52
014637,2026-02-06 18:28:39,Dine-In,205.91
014638,2026-02-06 18:35:25,Dine-In,482.93
014639,2026-02-06 18:47:59,Dine-In,78.38
014640,2026-02-06 18:59:04,Dine-In,52.33
014641,2026-02-06 18:59:58,Dine-In,92.59
014642,2026-02-06 19:08:28,Dine-In,62.1
014643,2026-02-06 19:22:27,Dine-In,49.6
014644,2026-02-06 19:32:52,Dine-In,99.2
014645,2026-02-06 19:35:14,Dine-In,123.97
014646,2026-02-06 19:36:23,Dine-In,61.77
014647,2026-02-06 19:38:09,Dine-In,27.56
014648,2026-02-06 19:39:28,Dine-In,166.91
014649,2026-02-06 19:45:09,Dine-In,231.98
014650,2026-02-06 19:48:13,Dine-In,136.69
014651,2026-02-06 20:10:51,Dine-In,149.48
014652,2026-02-06 20:19:25,Dine-In,54.02
014653,2026-02-06 20:36:15,Dine-In,473.95
014654,2026-02-06 20:41:27,Dine-In,69.86
014655,2026-02-06 20:44:01,Dine-In,61.98
014656,2026-02-06 20:54:42,Dine-In,99.18
014657,2026-02-06 20:55:34,Dine-In,76.51
014658,2026-02-06 20:57:29,Dine-In,76.12
014659,2026-02-06 21:01:02,Dine-In,140.21
014660,2026-02-06 21:01:39,Dine-In,57.31
014661,2026-02-06 21:02:20,Dine-In,152.74
014662,2026-02-06 21:14:52,Dine-In,44.62
014663,2026-02-06 21:15:59,Dine-In,49.09
014664,2026-02-06 21:49:10,Dine-In,165.95
014665,2026-02-06 21:51:05,Dine-In,36.61
014666,2026-02-07 12:05:04,Dine-In,96.3
014667,2026-02-07 12:27:00,Dine-In,141.51
014668,2026-02-07 12:29:18,Dine-In,62.2
014669,2026-02-07 12:29:44,Dine-In,120.52
014670,2026-02-07 12:30:57,Dine-In,60.92
014671,2026-02-07 12:34:51,Dine-In,40.13
014672,2026-02-07 12:42:11,Dine-In,29.29
014673,2026-02-07 12:50:43,Dine-In,56.14
014674,2026-02-07 13:01:44,Dine-In,63.34
014675,2026-02-07 13:10:11,Dine-In,30.26
014676,2026-02-07 13:17:36,Dine-In,134.88
014677,2026-02-07 13:25:16,Dine-In,75.99
014678,2026-02-07 13:29:09,Dine-In,106.07
014679,2026-02-07 13:42:38,Dine-In,42.75
014680,2026-02-07 13:46:44,Dine-In,63.11
014681,2026-02-07 13:47:19,Dine-In,86.77
014682,2026-02-07 13:55:04,Dine-In,98.91
014683,2026-02-07 14:06:41,Dine-In,127.68
014684,2026-02-07 14:40:45,Dine-In,162.93
014685,2026-02-07 15:04:33,Dine-In,42.64
014686,2026-02-07 15:08:38,Dine-In,128.69
014687,2026-02-07 15:15:34,Dine-In,37.99
014688,2026-02-07 15:17:48,Dine-In,128.05
014689,2026-02-07 15:32:19,Dine-In,61.99
014690,2026-02-07 15:54:51,Dine-In,214.4
014691,2026-02-07 16:11:44,Dine-In,186.82
014692,2026-02-07 16:30:59,Dine-In,67.6
014693,2026-02-07 16:36:34,Dine-In,161.47
014694,2026-02-07 17:04:34,Dine-In,43.78
014695,2026-02-07 17:06:51,Dine-In,43.01
014696,2026-02-07 17:07:15,Dine-In,183.22
014697,2026-02-07 17:09:16,Dine-In,162.09
014698,2026-02-07 17:16:06,Dine-In,142.25
014699,2026-02-07 17:17:58,Dine-In,162.99
014700,2026-02-07 17:23:27,Dine-In,88.41
014701,2026-02-07 17:25:24,Dine-In,82.22
014702,2026-02-07 17:26:09,Dine-In,44.32
014703,2026-02-07 17:32:02,Dine-In,117.08
014704,2026-02-07 17:37:10,Dine-In,278.18
014705,2026-02-07 17:37:46,Dine-In,159.81
014706,2026-02-07 17:45:26,Dine-In,40.7
014707,2026-02-07 17:46:59,Dine-In,110.2
014708,2026-02-07 17:47:27,Dine-In,42.66
014709,2026-02-07 17:49:58,Dine-In,135.87
014710,2026-02-07 17:50:22,Dine-In,26.29
014711,2026-02-07 17:52:22,Dine-In,243.18
014712,2026-02-07 17:53:17,Dine-In,59.67
014713,2026-02-07 17:56:54,Dine-In,273.93
014714,2026-02-07 17:58:37,Dine-In,90.35
014715,2026-02-07 18:02:36,Dine-In,80.08
014716,2026-02-07 18:02:56,Dine-In,60.63
014717,2026-02-07 18:06:03,Dine-In,70.89
014718,2026-02-07 18:08:54,Dine-In,102.44
014719,2026-02-07 18:10:22,Dine-In,44.33
014720,2026-02-07 18:10:41,Dine-In,129.43
014721,2026-02-07 18:13:58,Dine-In,169.32
014722,2026-02-07 18:14:31,Dine-In,41.61
014723,2026-02-07 18:16:32,Dine-In,37.81
014724,2026-02-07 18:17:56,Dine-In,46.6
014725,2026-02-07 18:21:50,Dine-In,41.7
014726,2026-02-07 18:23:34,Dine-In,128.73
014727,2026-02-07 18:26:21,Dine-In,94.09
014728,2026-02-07 18:30:45,Dine-In,180.42
014729,2026-02-07 18:36:44,Dine-In,196.22
014730,2026-02-07 18:37:29,Dine-In,36.67
014731,2026-02-07 18:40:10,Dine-In,55.01
014732,2026-02-07 18:47:44,Dine-In,278.4
014733,2026-02-07 18:49:02,Dine-In,70.17
014734,2026-02-07 18:49:32,Dine-In,147.28
014735,2026-02-07 18:54:06,Dine-In,112.58
014736,2026-02-07 19:03:40,Dine-In,153.75
014737,2026-02-07 19:15:27,Dine-In,126.07
014738,2026-02-07 19:16:27,Dine-In,64.82
014739,2026-02-07 19:18:29,Dine-In,151.79
014740,2026-02-07 19:22:51,Dine-In,66.91
014741,2026-02-07 19:23:13,Dine-In,177.21
014742,2026-02-07 19:23:49,Dine-In,126.94
014743,2026-02-07 19:25:14,Dine-In,71.91
014744,2026-02-07 19:27:12,Dine-In,50.93
014745,2026-02-07 19:27:55,Dine-In,51.86
014746,2026-02-07 19:28:26,Dine-In,61.55
014747,2026-02-07 19:31:16,Dine-In,221.42
014748,2026-02-07 19:31:33,Dine-In,106.97
014749,2026-02-07 19:43:40,Dine-In,120.94
014750,2026-02-07 19:46:46,Dine-In,53.12
014751,2026-02-07 19:55:36,Dine-In,43.55
014752,2026-02-07 19:57:31,Dine-In,134.11
014753,2026-02-07 20:02:42,Dine-In,39.94
014754,2026-02-07 20:07:49,Dine-In,136.98
014755,2026-02-07 20:09:43,Dine-In,73.79
014756,2026-02-07 20:17:06,Dine-In,238.75
014757,2026-02-07 20:18:36,Dine-In,212.64
014758,2026-02-07 20:26:53,Dine-In,84.49
014759,2026-02-07 20:29:56,Dine-In,85.95
014760,2026-02-07 20:36:03,Dine-In,118.56
014761,2026-02-07 20:36:33,Dine-In,108.07
014762,2026-02-07 20:37:16,Dine-In,46.14
014763,2026-02-07 20:38:04,Dine-In,52.52
014764,2026-02-07 20:40:00,Dine-In,232.22
014765,2026-02-07 20:41:32,Dine-In,138.31
014766,2026-02-07 20:46:37,Dine-In,36.23
014767,2026-02-07 20:56:56,Dine-In,45.49
014768,2026-02-07 20:58:14,Dine-In,504.53
014769,2026-02-07 20:59:20,Dine-In,40.39
014770,2026-02-07 20:59:50,Dine-In,45.19
014771,2026-02-07 21:00:54,Dine-In,236.44
014772,2026-02-07 21:01:52,Dine-In,169.51
014773,2026-02-07 21:04:20,Dine-In,104.67
014774,2026-02-07 21:16:02,Dine-In,92.57
014775,2026-02-07 21:25:27,Dine-In,43.46
014776,2026-02-07 21:30:40,Dine-In,54.57
014777,2026-02-07 21:32:50,Dine-In,151.18
014778,2026-02-07 21:36:45,Dine-In,204.93
014779,2026-02-07 21:37:49,Dine-In,100.61
014780,2026-02-07 21:41:14,Dine-In,222.74
014781,2026-02-07 21:42:41,Dine-In,178.81
014782,2026-02-07 21:47:41,Dine-In,219.78
014783,2026-02-07 21:55:55,Dine-In,60.7
014784,2026-02-08 11:01:29,Dine-In,180.53
014785,2026-02-08 11:16:42,Dine-In,38.49
014786,2026-02-08 12:12:28,Dine-In,67.0
014787,2026-02-08 12:17:32,Dine-In,36.47
014788,2026-02-08 12:26:16,Dine-In,112.47
014789,2026-02-08 12:32:14,Dine-In,142.21
014790,2026-02-08 13:03:15,Dine-In,153.13
014791,2026-02-08 13:12:14,Dine-In,134.87
014792,2026-02-08 13:13:58,Dine-In,96.48
014793,2026-02-08 13:16:50,Dine-In,51.58
014794,2026-02-08 13:47:12,Dine-In,168.44
014795,2026-02-08 13:56:56,Dine-In,186.77
014796,2026-02-08 14:00:36,Dine-In,31.75
014797,2026-02-08 14:05:58,Dine-In,194.33
014798,2026-02-08 14:41:53,Dine-In,61.47
014799,2026-02-08 15:03:13,Dine-In,133.89
014800,2026-02-08 15:14:28,Dine-In,48.23
014801,2026-02-08 16:35:43,Dine-In,177.85
014802,2026-02-08 16:45:07,Dine-In,139.74
014803,2026-02-08 17:10:54,Dine-In,41.33
014804,2026-02-08 17:14:44,Dine-In,95.32
014805,2026-02-08 17:17:34,Dine-In,54.04
014806,2026-02-08 17:19:52,Dine-In,113.76
014807,2026-02-08 17:22:50,Dine-In,35.34
014808,2026-02-08 17:36:33,Dine-In,80.46
014809,2026-02-08 17:52:05,Dine-In,224.87
014810,2026-02-08 18:03:42,Dine-In,73.28
014811,2026-02-08 18:07:44,Dine-In,68.75
014812,2026-02-08 18:10:52,Dine-In,35.33
014813,2026-02-08 18:25:41,Dine-In,186.22
014814,2026-02-08 18:26:45,Dine-In,49.43
014815,2026-02-08 18:45:13,Dine-In,26.9
014816,2026-02-08 18:48:43,Dine-In,183.81
014817,2026-02-08 18:51:12,Dine-In,49.22
014818,2026-02-08 18:57:35,Dine-In,33.72
014819,2026-02-08 19:03:48,Dine-In,115.49
014820,2026-02-08 19:10:55,Dine-In,398.32
014821,2026-02-08 19:14:03,Dine-In,110.25
014822,2026-02-08 19:35:27,Dine-In,167.0
014823,2026-02-08 19:38:26,Dine-In,68.45
014824,2026-02-08 19:42:42,Dine-In,123.14
014825,2026-02-08 19:50:08,Dine-In,136.58
014826,2026-02-08 19:54:11,Dine-In,97.49
014827,2026-02-08 20:08:27,Dine-In,127.15
014828,2026-02-08 20:12:46,Dine-In,93.47
014829,2026-02-08 20:12:56,Dine-In,108.38
014830,2026-02-08 20:25:05,Dine-In,114.65
014831,2026-02-08 20:27:13,Dine-In,157.34
014832,2026-02-08 20:32:47,Dine-In,104.05
014833,2026-02-08 20:44:22,Dine-In,112.82
014834,2026-02-08 20:46:03,Dine-In,189.67
014835,2026-02-08 20:52:39,Dine-In,55.03
014836,2026-02-08 20:52:42,Dine-In,189.32
014837,2026-02-08 20:55:19,Dine-In,37.59
014838,2026-02-08 21:00:26,Dine-In,120.95
014839,2026-02-08 21:12:12,Dine-In,917.35
014840,2026-02-08 21:15:08,Dine-In,66.71
014841,2026-02-08 21:43:48,Dine-In,38.73
014842,2026-02-08 21:46:39,Dine-In,72.77
014843,2026-02-09 12:03:22,Dine-In,36.25
014844,2026-02-09 12:16:38,Dine-In,218.35
014845,2026-02-09 12:34:38,Dine-In,57.11
014846,2026-02-09 12:41:03,Dine-In,110.38
014847,2026-02-09 12:59:29,Dine-In,45.81
014848,2026-02-09 13:05:37,Dine-In,614.32
014849,2026-02-09 13:53:32,Dine-In,60.55
014850,2026-02-09 13:58:20,Dine-In,84.68
014851,2026-02-09 15:23:28,Dine-In,28.09
014852,2026-02-09 15:27:18,Dine-In,571.86
014853,2026-02-09 16:28:40,Dine-In,203.37
014854,2026-02-09 17:07:23,Dine-In,287.88
014855,2026-02-09 17:33:05,Dine-In,127.63
014856,2026-02-09 17:50:05,Dine-In,137.8
014857,2026-02-09 17:59:58,Dine-In,228.34
014858,2026-02-09 18:19:20,Dine-In,428.36
014859,2026-02-09 18:29:05,Dine-In,99.76
014860,2026-02-09 18:32:26,Dine-In,36.96
014861,2026-02-09 18:51:07,Dine-In,75.63
014862,2026-02-09 18:54:23,Dine-In,182.07
014863,2026-02-09 18:59:45,Dine-In,180.25
014864,2026-02-09 19:11:29,Dine-In,62.94
014865,2026-02-09 19:14:05,Dine-In,128.69
014866,2026-02-09 19:17:44,Dine-In,96.77
014867,2026-02-09 19:36:28,Dine-In,126.87
014868,2026-02-09 19:36:57,Dine-In,227.65
014869,2026-02-09 19:44:03,Dine-In,188.52
014870,2026-02-09 19:44:31,Dine-In,58.95
014871,2026-02-09 20:00:27,Dine-In,91.69
014872,2026-02-09 20:28:54,Dine-In,45.28
014873,2026-02-09 21:12:52,Dine-In,40.36
014874,2026-02-09 21:33:55,Dine-In,105.53
014875,2026-02-10 11:26:00,Dine-In,50.47
014876,2026-02-10 11:39:43,Dine-In,40.49
014877,2026-02-10 11:50:47,Dine-In,39.95
014878,2026-02-10 12:02:15,Dine-In,71.92
014879,2026-02-10 12:20:04,Dine-In,55.21
014880,2026-02-10 12:20:14,Dine-In,144.72
014881,2026-02-10 12:35:30,Dine-In,111.29
014882,2026-02-10 12:36:22,Dine-In,43.42
014883,2026-02-10 12:45:30,Dine-In,35.82
014884,2026-02-10 12:54:20,Dine-In,147.92
014885,2026-02-10 12:54:52,Dine-In,41.28
014886,2026-02-10 13:00:06,Dine-In,127.66
014887,2026-02-10 13:01:46,Dine-In,105.9
014888,2026-02-10 13:46:30,Dine-In,109.38
014889,2026-02-10 14:00:01,Dine-In,86.95
014890,2026-02-10 14:02:34,Dine-In,188.68
014891,2026-02-10 15:10:42,Dine-In,98.52
014892,2026-02-10 16:07:00,Dine-In,47.89
014893,2026-02-10 16:20:16,Dine-In,165.51
014894,2026-02-10 16:22:33,Dine-In,56.94
014895,2026-02-10 16:26:01,Dine-In,50.94
014896,2026-02-10 16:26:17,Dine-In,139.85
014897,2026-02-10 17:01:02,Dine-In,130.43
014898,2026-02-10 17:09:19,Dine-In,71.65
014899,2026-02-10 17:15:38,Dine-In,74.43
014900,2026-02-10 17:16:37,Dine-In,207.68
014901,2026-02-10 17:35:16,Dine-In,192.11
014902,2026-02-10 17:38:16,Dine-In,65.49
014903,2026-02-10 17:49:21,Dine-In,886.5
014904,2026-02-10 17:51:04,Dine-In,33.95
014905,2026-02-10 17:59:40,Dine-In,69.28
014906,2026-02-10 18:01:43,Dine-In,195.89
014907,2026-02-10 18:08:37,Dine-In,218.52
014908,2026-02-10 18:14:50,Dine-In,32.63
014909,2026-02-10 18:24:44,Dine-In,201.82
014910,2026-02-10 18:34:31,Dine-In,90.09
014911,2026-02-10 18:40:20,Dine-In,50.31
014912,2026-02-10 18:42:08,Dine-In,212.63
014913,2026-02-10 18:42:45,Dine-In,48.13
014914,2026-02-10 18:51:00,Dine-In,125.51
014915,2026-02-10 18:54:09,Dine-In,465.09
014916,2026-02-10 19:02:50,Dine-In,76.16
014917,2026-02-10 19:09:56,Dine-In,154.14
014918,2026-02-10 19:18:24,Dine-In,30.0
014919,2026-02-10 19:28:05,Dine-In,44.31
014920,2026-02-10 19:31:02,Dine-In,50.08
014921,2026-02-10 19:34:10,Dine-In,173.23
014922,2026-02-10 19:38:27,Dine-In,105.13
014923,2026-02-10 19:39:20,Dine-In,140.33
014924,2026-02-10 19:39:38,Dine-In,260.9
014925,2026-02-10 19:52:19,Dine-In,51.19
014926,2026-02-10 19:53:03,Dine-In,109.76
014927,2026-02-10 19:54:18,Dine-In,83.79
014928,2026-02-10 19:59:33,Dine-In,177.19
014929,2026-02-10 20:08:21,Dine-In,79.56
014930,2026-02-10 20:30:30,Dine-In,43.54
014931,2026-02-10 20:37:52,Dine-In,39.19
014932,2026-02-10 20:37:59,Dine-In,60.23
014933,2026-02-10 20:39:21,Dine-In,48.62
014934,2026-02-10 20:41:09,Dine-In,205.5
014935,2026-02-10 20:41:36,Dine-In,128.86
014936,2026-02-10 20:43:40,Dine-In,233.15
014937,2026-02-10 20:46:31,Dine-In,225.82
014938,2026-02-10 20:46:50,Dine-In,614.69
014939,2026-02-10 20:51:03,Dine-In,81.37
014940,2026-02-10 20:57:58,Dine-In,71.89
014941,2026-02-10 20:58:20,Dine-In,222.97
014942,2026-02-10 21:19:20,Dine-In,49.74
014943,2026-02-10 21:27:22,Dine-In,140.64
014944,2026-02-10 21:44:08,Dine-In,57.25
014945,2026-02-11 12:15:02,Dine-In,44.22
014946,2026-02-11 12:28:59,Dine-In,134.17
014947,2026-02-11 12:45:13,Dine-In,140.94
014948,2026-02-11 12:48:50,Dine-In,98.74
014949,2026-02-11 13:08:50,Dine-In,107.05
014950,2026-02-11 13:22:50,Dine-In,75.53
014951,2026-02-11 13:28:32,Dine-In,52.48
014952,2026-02-11 13:55:39,Dine-In,261.76
014953,2026-02-11 14:27:05,Dine-In,52.62
014954,2026-02-11 14:32:58,Dine-In,70.46
014955,2026-02-11 14:37:55,Dine-In,120.78
014956,2026-02-11 15:28:38,Dine-In,39.05
014957,2026-02-11 16:29:05,Dine-In,84.3
014958,2026-02-11 16:36:56,Dine-In,47.52
014959,2026-02-11 17:11:00,Dine-In,98.7
014960,2026-02-11 17:17:48,Dine-In,189.91
014961,2026-02-11 17:20:37,Dine-In,169.33
014962,2026-02-11 17:24:18,Dine-In,88.16
014963,2026-02-11 17:44:06,Dine-In,50.77
014964,2026-02-11 17:46:30,Dine-In,192.09
014965,2026-02-11 17:50:58,Dine-In,143.08
014966,2026-02-11 18:01:33,Dine-In,110.25
014967,2026-02-11 18:17:03,Dine-In,170.04
014968,2026-02-11 18:18:18,Dine-In,190.45
014969,2026-02-11 18:19:25,Dine-In,176.77
014970,2026-02-11 18:19:35,Dine-In,74.61
014971,2026-02-11 18:21:22,Dine-In,39.94
014972,2026-02-11 18:29:34,Dine-In,46.26
014973,2026-02-11 18:31:32,Dine-In,89.41
014974,2026-02-11 18:37:23,Dine-In,538.69
014975,2026-02-11 18:55:19,Dine-In,123.3
014976,2026-02-11 19:16:23,Dine-In,47.91
014977,2026-02-11 19:26:40,Dine-In,172.62
014978,2026-02-11 19:29:17,Dine-In,207.07
014979,2026-02-11 19:51:45,Dine-In,123.03
014980,2026-02-11 19:53:56,Dine-In,35.8
014981,2026-02-11 20:12:56,Dine-In,56.86
014982,2026-02-11 20:24:23,Dine-In,71.14
014983,2026-02-11 20:31:33,Dine-In,147.24
014984,2026-02-11 20:51:51,Dine-In,119.41
014985,2026-02-11 21:59:05,Dine-In,30.86
014986,2026-02-12 11:24:36,Dine-In,47.07
014987,2026-02-12 11:40:41,Dine-In,46.82
014988,2026-02-12 11:43:44,Dine-In,68.57
014989,2026-02-12 11:49:23,Dine-In,38.81
014990,2026-02-12 12:01:12,Dine-In,28.85
014991,2026-02-12 12:05:50,Dine-In,117.22
014992,2026-02-12 12:14:14,Dine-In,98.36
014993,2026-02-12 12:30:28,Dine-In,90.63
014994,2026-02-12 12:48:28,Dine-In,33.09
014995,2026-02-12 13:03:49,Dine-In,227.51
014996,2026-02-12 13:12:42,Dine-In,133.93
014997,2026-02-12 13:17:31,Dine-In,159.42
014998,2026-02-12 13:41:05,Dine-In,118.92
014999,2026-02-12 14:10:59,Dine-In,530.87
015000,2026-02-12 14:29:37,Dine-In,66.4
015001,2026-02-12 14:34:30,Dine-In,72.88
015002,2026-02-12 14:49:04,Dine-In,54.74
015003,2026-02-12 15:32:18,Dine-In,200.49
015004,2026-02-12 15:38:10,Dine-In,108.74
015005,2026-02-12 15:50:37,Dine-In,44.14
015006,2026-02-12 16:11:54,Dine-In,133.32
015007,2026-02-12 16:16:42,Dine-In,210.24
015008,2026-02-12 16:35:03,Dine-In,327.45
015009,2026-02-12 16:45:37,Dine-In,464.11
015010,2026-02-12 17:01:19,Dine-In,35.57
015011,2026-02-12 17:03:02,Dine-In,51.81
015012,2026-02-12 17:06:25,Dine-In,68.13
015013,2026-02-12 17:09:58,Dine-In,182.58
015014,2026-02-12 17:10:24,Dine-In,54.65
015015,2026-02-12 17:12:30,Dine-In,97.61
015016,2026-02-12 17:15:34,Dine-In,140.0
015017,2026-02-12 17:15:48,Dine-In,44.55
015018,2026-02-12 17:16:46,Dine-In,134.36
015019,2026-02-12 17:17:31,Dine-In,95.0
015020,2026-02-12 17:19:04,Dine-In,205.32
015021,2026-02-12 17:20:51,Dine-In,173.33
015022,2026-02-12 17:22:37,Dine-In,77.11
015023,2026-02-12 17:23:20,Dine-In,123.26
015024,2026-02-12 17:25:26,Dine-In,59.89
015025,2026-02-12 17:30:27,Dine-In,35.43
015026,2026-02-12 17:37:02,Dine-In,83.09
015027,2026-02-12 17:37:39,Dine-In,87.96
015028,2026-02-12 17:37:52,Dine-In,61.75
015029,2026-02-12 17:40:50,Dine-In,129.59
015030,2026-02-12 17:50:32,Dine-In,151.58
015031,2026-02-12 17:51:22,Dine-In,40.09
015032,2026-02-12 17:51:46,Dine-In,121.48
015033,2026-02-12 17:51:55,Dine-In,182.71
015034,2026-02-12 17:52:16,Dine-In,70.7
015035,2026-02-12 17:55:25,Dine-In,138.88
015036,2026-02-12 17:56:53,Dine-In,45.25
015037,2026-02-12 17:58:55,Dine-In,81.13
015038,2026-02-12 17:59:01,Dine-In,58.43
015039,2026-02-12 18:03:20,Dine-In,197.53
015040,2026-02-12 18:04:29,Dine-In,165.1
015041,2026-02-12 18:06:52,Dine-In,114.4
015042,2026-02-12 18:08:24,Dine-In,445.78
015043,2026-02-12 18:10:18,Dine-In,70.25
015044,2026-02-12 18:15:16,Dine-In,98.65
015045,2026-02-12 18:16:08,Dine-In,119.27
015046,2026-02-12 18:29:57,Dine-In,115.4
015047,2026-02-12 18:32:03,Dine-In,48.37
015048,2026-02-12 18:34:48,Dine-In,69.54
015049,2026-02-12 18:35:33,Dine-In,213.91
015050,2026-02-12 18:38:05,Dine-In,125.22
015051,2026-02-12 18:40:16,Dine-In,140.73
015052,2026-02-12 18:42:41,Dine-In,140.24
015053,2026-02-12 18:45:37,Dine-In,60.88
015054,2026-02-12 18:45:47,Dine-In,136.45
015055,2026-02-12 18:48:24,Dine-In,110.53
015056,2026-02-12 18:56:16,Dine-In,100.92
015057,2026-02-12 18:56:22,Dine-In,35.21
015058,2026-02-12 18:58:05,Dine-In,47.29
015059,2026-02-12 19:05:21,Dine-In,34.94
015060,2026-02-12 19:17:45,Dine-In,244.22
015061,2026-02-12 19:19:28,Dine-In,39.97
015062,2026-02-12 19:30:40,Dine-In,47.03
015063,2026-02-12 19:31:16,Dine-In,69.49
015064,2026-02-12 19:32:17,Dine-In,51.47
015065,2026-02-12 19:41:39,Dine-In,64.95
015066,2026-02-12 19:42:49,Dine-In,195.02
015067,2026-02-12 19:47:41,Dine-In,128.34
015068,2026-02-12 20:02:30,Dine-In,149.35
015069,2026-02-12 20:03:17,Dine-In,214.52
015070,2026-02-12 20:17:46,Dine-In,40.47
015071,2026-02-12 20:18:36,Dine-In,37.99
015072,2026-02-12 20:23:37,Dine-In,43.4
015073,2026-02-12 20:38:19,Dine-In,101.69
015074,2026-02-12 20:46:08,Dine-In,43.32
015075,2026-02-12 21:08:12,Dine-In,62.72
015076,2026-02-12 21:20:36,Dine-In,127.71
015077,2026-02-12 21:22:38,Dine-In,53.36
015078,2026-02-12 21:38:09,Dine-In,58.23
015079,2026-02-12 21:45:01,Dine-In,120.74
015080,2026-02-12 21:53:40,Dine-In,78.83
015081,2026-02-12 21:55:25,Dine-In,48.22
015082,2026-02-13 11:17:37,Dine-In,57.85
015083,2026-02-13 12:03:47,Dine-In,148.81
015084,2026-02-13 12:06:59,Dine-In,227.96
015085,2026-02-13 12:09:08,Dine-In,158.16
015086,2026-02-13 12:19:11,Dine-In,175.95
015087,2026-02-13 12:24:38,Dine-In,120.79
015088,2026-02-13 12:31:06,Dine-In,51.61
015089,2026-02-13 12:35:44,Dine-In,57.5
015090,2026-02-13 12:37:19,Dine-In,30.44
015091,2026-02-13 12:38:37,Dine-In,69.01
015092,2026-02-13 13:26:54,Dine-In,31.87
015093,2026-02-13 14:16:49,Dine-In,75.22
015094,2026-02-13 14:58:19,Dine-In,105.64
015095,2026-02-13 15:05:20,Dine-In,173.45
015096,2026-02-13 15:15:01,Dine-In,771.41
015097,2026-02-13 15:48:29,Dine-In,172.48
015098,2026-02-13 16:52:41,Dine-In,131.89
015099,2026-02-13 17:00:26,Dine-In,108.58
015100,2026-02-13 17:01:37,Dine-In,223.23
015101,2026-02-13 17:10:28,Dine-In,96.6
015102,2026-02-13 17:18:21,Dine-In,74.16
015103,2026-02-13 17:26:31,Dine-In,150.47
015104,2026-02-13 17:39:30,Dine-In,66.94
015105,2026-02-13 17:49:21,Dine-In,43.68
015106,2026-02-13 18:17:28,Dine-In,38.36
015107,2026-02-13 18:17:39,Dine-In,70.82
015108,2026-02-13 18:17:40,Dine-In,119.15
015109,2026-02-13 18:18:51,Dine-In,66.82
015110,2026-02-13 18:28:28,Dine-In,127.54
